out,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU6873,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU6874,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
OTU6875,k:Bacteria,p:Firmicutes,,,,,
OTU6877,k:Bacteria,p:Parcubacteria,,,,,
OTU6876,k:Bacteria,p:Bacteroidetes,,,,,
OTU6878,k:Bacteria,p:SHA-109,,,,,
OTU6879,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU6884,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Isosphaera,
OTU6881,k:Bacteria,p:Cyanobacteria,c:Cyanobacteria,o:SubsectionIII,f:FamilyI,g:Leptolyngbya,
OTU6882,k:Bacteria,p:Chlorobi,c:Chlorobia,o:Chlorobiales,f:OPB56,,
OTU6880,k:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,,,,
OTU6885,k:Bacteria,p:Parcubacteria,,,,,
OTU6883,k:Bacteria,p:Armatimonadetes,,,,,
OTU6887,k:Bacteria,p:Armatimonadetes,c:Chthonomonadetes,o:Chthonomonadales,f:Chthonomonadaceae,g:Chthonomonas,
OTU6886,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,
OTU6888,k:Bacteria,p:WCHB1-60,,,,,
OTU6889,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU6890,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:SM1A02,
OTU6891,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
OTU6895,k:Bacteria,,,,,,
OTU6894,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU6892,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU6897,k:Bacteria,,,,,,
OTU6898,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,g:Pirellula,
OTU6896,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Sandaracinaceae,,
OTU6893,k:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Aquibacter,
OTU6900,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,,,
OTU6899,k:Bacteria,p:Saccharibacteria,,,,,
OTU6902,k:Bacteria,p:Parcubacteria,,,,,
OTU6904,k:Bacteria,p:Gracilibacteria,,,,,
OTU6901,k:Bacteria,p:Proteobacteria,c:TA18,,,,
OTU6905,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU6903,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Endobacter,
OTU6907,k:Bacteria,,,,,,
OTU6911,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU6906,k:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Marmoricola,
OTU6912,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU6910,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU6909,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,,
OTU6908,k:Bacteria,p:Proteobacteria,,,,,
OTU6913,k:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,,
OTU6914,k:Bacteria,p:Microgenomates,,,,,
OTU6915,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Oligoflexales,f:Oligoflexaceae,,
OTU6917,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Spirosoma,
OTU6918,k:Bacteria,p:TM6,,,,,
OTU6921,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,,
OTU6916,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,,,,
OTU6922,k:Bacteria,p:Actinobacteria,c:Acidimicrobiia,o:Acidimicrobiales,f:Acidimicrobiaceae,,
OTU6920,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,
OTU6919,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
OTU6924,k:Bacteria,p:WCHB1-60,,,,,
OTU6923,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,,,,
OTU6925,k:Bacteria,p:Chloroflexi,c:Ktedonobacteria,o:Ktedonobacterales,f:JG30a-KF-32,,
OTU6928,k:Bacteria,,,,,,
OTU6926,k:Bacteria,p:TM6,,,,,
OTU6927,k:Bacteria,p:Bacteroidetes,,,,,
OTU6932,k:Bacteria,p:Actinobacteria,c:MB-A2-108,,,,
OTU6931,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,,,,
OTU6933,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:P3OB-42,,
OTU6935,k:Bacteria,p:SM2F11,,,,,
OTU6930,k:Bacteria,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,,
OTU6934,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_4,f:11-24,,
OTU6939,k:Bacteria,,,,,,
OTU6929,k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae,g:Paenibacillus,
OTU6937,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IIa,,,
OTU6938,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU6942,k:Bacteria,,,,,,
OTU6936,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Rickettsiella,
OTU6940,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU6941,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IV,,,
OTU6943,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU6945,k:Bacteria,p:Planctomycetes,c:vadinHA49,,,,
OTU6944,k:Bacteria,p:Chlamydiae,c:Chlamydiae,o:Chlamydiales,f:Parachlamydiaceae,g:Candidatus_Protochlamydia,
OTU6947,k:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Obscuribacterales,,,
OTU6946,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Coxiella,
OTU6948,k:Bacteria,p:Planctomycetes,c:BD7-11,,,,
OTU6950,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU6949,k:Bacteria,p:Actinobacteria,c:Thermoleophilia,o:Gaiellales,,,
OTU6951,k:Bacteria,p:Elusimicrobia,c:Elusimicrobia,o:Lineage_IV,,,
OTU6952,k:Bacteria,p:Cyanobacteria,c:Melainabacteria,o:Vampirovibrionales,,,
OTU6953,k:Bacteria,,,,,,
OTU6954,k:Bacteria,p:Parcubacteria,,,,,
OTU6955,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:mle1-27,,
OTU6958,k:Bacteria,,,,,,
OTU6959,k:Bacteria,p:Parcubacteria,,,,,
OTU6956,k:Bacteria,p:Planctomycetes,c:Pla4_lineage,,,,
OTU6957,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Haliangiaceae,g:Haliangium,
OTU6960,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:GR-WP33-30,,,
OTU6961,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Phycisphaerales,f:Phycisphaeraceae,g:SM1A02,
OTU6964,k:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:WD2101_soil_group,,,
OTU6963,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,,,,
OTU6962,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:SM2D12,,
OTU6965,k:Bacteria,p:Planctomycetes,c:OM190,,,,
OTU6972,k:Bacteria,,,,,,
OTU6970,k:Archaea,p:Euryarchaeota,c:Thermoplasmata,o:Thermoplasmatales,f:ASC21,,
OTU6968,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Acidobacteriales,f:Acidobacteriaceae_[Subgroup_1],g:Granulicella,
OTU6967,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:27F-1492R,,
OTU6971,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Luteolibacter,
OTU6973,k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Asteroleplasma,
OTU6966,k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Eubacteriaceae,g:Alkalibacter,
OTU6969,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,,
OTU6979,k:Bacteria,p:Parcubacteria,,,,,
OTU6974,k:Bacteria,p:SHA-109,,,,,
OTU6976,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5,,,
OTU6977,k:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,
OTU6975,k:Bacteria,p:Acidobacteria,c:Acidobacteria,o:Subgroup_5,,,
OTU6978,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,
OTU6980,k:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Planctomycetales,f:Planctomycetaceae,,
OTU6982,k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Coxiellaceae,g:Aquicella,
OTU6986,k:Bacteria,p:Verrucomicrobia,c:Verrucomicrobia_Incertae_Sedis,o:Unknown_Order,f:Unknown_Family,g:Candidatus_Methylacidiphilum,
OTU6983,k:Bacteria,p:Chloroflexi,c:S085,,,,
OTU6984,k:Bacteria,p:Armatimonadetes,,,,,
OTU6987,k:Bacteria,p:Armatimonadetes,,,,,
OTU6981,k:Bacteria,p:Proteobacteria,c:Betaproteobacteria,,,,
OTU6985,k:Bacteria,p:Verrucomicrobia,c:OPB35_soil_group,,,,
OTU6988,k:Bacteria,p:TM6,,,,,
OTU6992,k:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,,
OTU6989,k:Bacteria,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,
OTU6991,k:Bacteria,p:Parcubacteria,,,,,
OTU6993,k:Bacteria,p:Parcubacteria,,,,,
OTU6990,k:Bacteria,p:Chloroflexi,c:TK10,,,,
